Source Name,RA (HMS),Dec (DMS)
J1953+2819,19:53:35.238,+28:19:39.52
J1953+30,19:53:48,+30:13
J1954+1021,19:54:36.80,+10:21:10.5
J1954+2407,19:54:00.374,+24:07:14.00
J1954+2529,19:54:19.716,+25:29:27.34
J1954+2836,19:54:19.15,+28:36:06
J1954+2923,19:54:22.554,29:23:17.29
J1954+3852,19:54:01.083,+38:52:15.88
J1954+4357,19:54:38.44783421,+43:57:37.37326494
J1955+2527,19:55:59.39523,+25:27:03.443
J1955+2908,19:55:27.87373447,+29:08:43.44059344
J1955+2912g,19:55:23,+29:12
J1955+2930,19:55:07.527,+29:30:49.80
J1955+5059,19:55:18.7637,50:59:55.292
J1955+6708,19:55:38.76362114,+67:08:15.13788713
J1955-0907,19:55:57,-09:07:14
J1956+07,19:56:35,+07:16
J1956+0838,19:56:52.26,+08:38:16.8
J1956+2826g,19:56:47,+28:26
J1956-2752,19:56:28,-27:52:56
J1957+2516,19:57:34.6115,+25:16:02.076
J1957+2831,19:57:19.39570879,+28:31:43.84982476
J1957+5033,19:57:38.9,+50:33:18
J1957-0002,19:57:42.620,-00:02:06.8
J1958+2846,19:58:40.07,+28:45:54
J1958+3033,19:58:06.82,+30:33:52.7
J1958+56,19:58:00,+56:49
J1959+2048,19:59:36.76988,+20:48:15.1222
J1959+3620,19:59:38.03,+36:20:29.1
J2000+2920,20:00:16.508,+29:20:07.47
J2001+0701,20:01:50.95896,07:01:39.6450
J2001+4258,20:01:10.58864257,+42:58:06.26548142
J2001-0349,20:01:53.31,-03:49:43.5
J2002+1637,20:02:47.77,+16:37:16.7
J2002+30,20:02:58,+30:35
J2002+3217,20:02:04.42315495,+32:17:18.31832189
J2002+4050,20:02:44.02862796,+40:50:53.91415913
J2003+2916,20:03:03.194,+29:16:00.96
J2004+2653,20:04:59.02,+26:53:40.4
J2004+3137,20:04:52.28476424,+31:37:10.01906175
J2004+3429,20:04:46.97,+34:29:17.7
J2005+3411g,20:05:45,+34:11
J2005+3547,20:05:17.493,+35:47:25.4
J2005+3552,20:05:47.50,+35:52:24.3
J2005-0020,20:05:43.74864691,-00:20:21.93559072
J2006+0148,20:06:29.0529,+01:48:53.919
J2006+22,20:06:36,+22:04
J2006+3102,20:06:11.0,+31:02:03
J2006+4058,20:06:39.098,+40:58:53.48
J2006-0807,20:06:16.3650,-08:07:02.167
J2007+0809,20:07:13.5,+08:09:33
J2007+0910,20:07:58.1031,+09:10:12.93
J2007+20,20:07,+20:21
J2007+2722,20:07:15.8288,27:22:47.914
J2007+3120,20:07:09.012,+31:20:51.54
J2008+2513,20:08:35.482,+25:13:30.36
J2008+27,20:08,+27:55
J2008+2755g,20:08:17,+27:55
J2008+3139,20:08:39.9874,+31:39:27.36
J2008+3758,20:07:58.7,+37:58:13
J2009+3122g,20:09:40,+31:22
J2009+3326,20:09:49.16,+33:26:10.2
J2010+2845,20:10:05.068,+28:45:29.17
J2010+3051,20:10:03.9542,+30:51:18.892
J2010+31,20:10:35,+31:50
J2010+3230,20:10:26.50,+32:30:07.3
J2010-1323,20:10:45.9206823,-13:23:56.08697907
J2011+3006g,20:11:12,+30:06
J2011+3331,20:11:04.926,+33:31:24.64
J2012-2029,20:12:46.6,-20:29:31
J2013+3058,20:13:34.253,+30:58:50.69
J2013+3100g,20:13:57,+31:00
J2013+3845,20:13:10.367,38:45:43.31
J2013-0649,20:13:17.7507,-06:49:05.39
J2015+0756,20:15:59.59547,07:56:36.0514
J2015+2524,20:15:12.70,+25:24:31.3
J2016+1948,20:16:57.44349,19:47:51.5882
J2017+0603,20:17:22.70415031,+06:03:05.57262714
J2017+2043,20:17:28.938,+20:43:31.90
J2017+2819g,20:17:20,+28:19
J2017+3625,20:17:55.84,+36:25:07.9
J2017+5906,20:17:44.55643167,+59:06:46.98001131
J2017-0414,20:17,-04:00:00
J2017-1614,20:17:46.1478,-16:14:15.51
J2017-2737,20:17,-27:00:00
J2018+2839,20:18:03.8333,28:39:54.212
J2018+3418g,20:18:15,+34:18
J2018+3431,20:18:53.196,+34:31:00.51
J2019+2425,20:19:31.94900,+24:25:15.3038
J2019+72,20:19,+72:00:00
J2021+3651,20:21:05.46,+36:51:04.8
J2021+4024g,20:21:13,+40:24
J2021+4026,20:21:29.99,+40:26:45.1
J2022+21,20:22:24,+21:11
J2022+2534,20:22,+25:00:00
J2022+2854,20:22:37.0671,28:54:23.104
J2022+3842,20:22:21.689,+38:42:14.82
J2022+3845g,20:22:11,+38:45
J2022+5154,20:22:49.8730,51:54:50.233
J2023+2853g,20:23:16,+28:52
J2023+5037,20:23:41.94063665,+50:37:34.86660075
J2024+48,20:24,+48:00:00
J2027+0255,20:27:30.86790,02:55:37.982
J2027+2146,20:27:16.690,+21:46:04.43
J2027+4557,20:27:16.233,+45:57:57.08
J2027+7502,20:27:23.27536014,+75:02:29.31698134
J2028+3332,20:28:19.860,+33:32:04.36
J2029+34,20:29,+34:37
J2029+3744,20:29:23.87085926,+37:44:08.17475876
J2030+2228,20:30:40.44468077,+22:28:21.83508706
J2030+3641,20:30:00.261,+36:41:27.15
J2030+3818g,20:30:08,+38:18
J2030+3929g,20:30:47,+39:29
J2030+3944g,20:30:22,+39:44
J2030+4415,20:30:51.35,+44:15:38.1
J2030+55,20:30,+55:00:00
J2032+4127,20:32:13.119,+41:27:24.31
J2033+0042,20:33:31.12,+00:42:24.1
J2033+1734,20:33:27.51025383,+17:34:58.47263572
J2033-1938,20:33:55.4,-19:38:59
J2034+3632,20:34,-36:32
J2036+2835,20:36:46.363,+28:35:10.44
J2036+6646,20:36:52.32,+66:46:20.7
J2037+1942,20:37:14.54,+19:42:54.3
J2037+3621,20:37:27.43908317,+36:21:24.10869762
J2038+35,20:38,+35:00:00
J2038+5319,20:38:03.16552398,+53:19:12.82967217
J2038-3816,20:38:54.36,-38:16:15.6
J2039-3616,20:39:16.6,-36:16:17
J2039-5617,20:39:34.9681,-56:17:09.268
J2040+1657,20:40:17.865,+16:57:30.46
J2040-21,20:40,-21:00:00
J2042+0246,20:42:11.00287,+02:46:14.397
J2043+1711,20:43:20.88010868,+17:11:28.91023327
J2043+2740,20:43:43.5,+27:40:56
J2043+7045,20:43,+70:45
J2044+28,20:44,+28:00:00
J2044+4614,20:44:58.8,+46:14:54
J2045+0912,20:45:47.3438,+09:12:29.16
J2045+3633,20:45:01.50510,36:33:01.4046
J2045-68,20:45:17,-68:36:20
J2046+1540,20:46:39.3373,+15:40:33.558
J2046+5708,20:46:46.60687034,+57:08:37.10138466
J2046-0421,20:46:00.1730,-04:21:26.256
J2047+1053,20:47:10.246,+10:53:07.80
J2047+5029,20:47:54.6400,+50:29:38.17
J2048+2255,20:48:45.868,+22:55:05.31
J2048+4951,20:48:55.982,+49:51:53.02
J2048-1616,20:48:35.640637,-16:16:44.55350
J2050+1259,20:50:57.21,12:59:09
J2051+1248,20:51:29.66,+12:48:21.5
J2051+4434g,20:51:29,+44:34
J2051+50,20:51:49,+50:40:05
J2051-0827,20:51:07.519768,-08:27:37.7497
J2052+1219,20:52:47.77803,+12:19:59.022
J2052+4421g,20:52:53,+44:21
J2053+1718,20:53:49.4809,17:18:44.662
J2053+4650,20:53:52.62804,+46:50:51.7181
J2053+4718,20:53:45.49,+47:18:55.3
J2053-7200,20:53:47.280,-72:00:42.48
J2054-39,20:54,-39:00:00
J2055+15,20:56:02.5,+15:47:15
J2055+2209,20:55:39.15066435,+22:09:27.22738689
J2055+2539,20:55:48.8,+25:40:02
J2055+3630,20:55:31.3521,+36:30:21.469
J2055+3829,20:55:10.306550,+38:29:30.90571
J2057+21,20:57:48,+21:26
J2057+4701,20:57:09.355,+47:01:05.22
J2102+38,21:02,+38:00:00
J2105+07,21:05:27,+07:57
J2105+19,21:05,+19:24
J2105+28,21:06,+28:29
J2105+6223,21:05:12.93,+62:23:05.5
J2108+4441,21:08:20.482,44:41:48.87
J2108+4516,21:08:23.343153,+45:16:24.967733
J2108-3429,21:08:30.49,-34:29:37.9
J2111+2106,21:11:33.13,21:06:07.0
J2111+40,21:11,+40:00:00
J2111+4606,21:11:24.13,+46:06:31.3
J2112+4058,21:12:51.76,+40:58:04
J2113+2754,21:13:04.3506,+27:54:01.160
J2113+4644,21:13:24.3295,+46:44:08.844
J2113+67,21:14,+67:02
J2113+73,21:13,+73:37
J2115+5448,21:15:11.7678,+54:48:45.154
J2116+1414,21:16:13.752,14:14:21.04
J2116+3701,21:16:14.304,+37:01:31.13
J2122+2426,21:22:39.02,+24:26:44.9
J2123+36,21:23:48,+36:24
J2123+5434,21:23:21.68110663,+54:34:07.72646352
J2124+1407,21:24:46.57334036,+14:07:19.35350036
J2124-3358,21:24:43.84560476,-33:58:44.99792903
J2127-6648,21:27:31.28,-66:48:28.1
J2129+1210A,21:29:58.246512,+12:10:01.2339
J2129+1210B,21:29:58.632,+12:10:00.31
J2129+1210C,21:30:01.2042,+12:10:38.209
J2129+1210D,21:29:58.274,+12:09:59.74
J2129+1210E,21:29:58.187,+12:10:08.63
J2129+1210F,21:29:57.178,+12:10:02.91
J2129+1210G,21:29:57.95,+12:09:57.3
J2129+1210H,21:29:58.184,+12:09:59.43
J2129+1210I,21:29:58.3,+12:10:01
J2129+4119,21:29:21.46,+41:19:55
J2129-0429,21:29:45.039,-04:29:05.59
J2129-5721,21:29:22.77137547,-57:21:14.23441425
J2131-31,21:31,-31:00:00
J2133-0049A,21:33:27.0,-00:49:24
J2133-0049B,21:33:27.0,-00:49:24
J2133-0049C,21:33:27.0,-00:49:24
J2133-0049D,21:33:27.0,-00:49:24
J2133-0049E,21:33:27.0,-00:49:24
J2136-1606,21:36:00.22,-16:06:13.0
J2136-5046,21:36:57.593,-50:46:56.08
J2137+6428,21:37:20.26550183,+64:28:41.79099276
J2138+4911,21:38:15,+49:12
J2138+69,21:38,+69:50
J2139+00,21:39:42,+00:36
J2139+2242,21:39:26.90,22:42:42.0
J2139+4716,21:39:55.95,+47:16:13
J2139+4738g,21:39:58,+47:38
J2140-2310A,21:40:22.40610,-23:10:48.7936
J2140-2310B,21:40:22,-23:10:47
J2143+0654,21:43:3.38,+06:54:17.53
J2144-3933,21:44:12.060404,-39:33:56.88504
J2144-5237,21:44:35.65,-52:37:07.53
J2145+21,21:45,+21:00:00
J2145-0750,21:45:50.45864386,-07:50:18.49486375
J2148-34,21:48,-34:00:00
J2149+6329,21:49:58.7033,+63:29:44.277
J2150+5247,21:50:37.7499,+52:47:49.556
J2150-0326,21:50,-03:26
J2151+2315,21:51:28.9,23:15:12.8
J2154-2812,21:54:17.37,-28:12:41
J2155+2813,21:55:15.82,28:13:12.1
J2155-3118,21:55:13.6101387,-31:18:54.66517453
J2155-5641,21:55:01.4,-56:41:57
J2156+2618,21:56:23.704,+26:18:30.47
J2157+4017,21:57:01.8495,+40:17:45.986
J2158-27,21:58,-27:00:00
J2202+21,22:02:21,+21:47
J2203+50,22:03,+50:00:00
J2204+2700,22:04:43.609,+27:00:54.69
J2205+1444,22:05:17.247,+14:44:31.3
J2205+6012,22:05:34.201416,+60:12:55.14068
J2206+6151,22:06:18.119,+61:51:58.10
J2207-15,22:07,-15:00:00
J2208+4056,22:08:01.99245485,+40:56:01.84063325
J2208+4610,22:08:23.36,+46:10:04.96
J2208+5500,22:08:23.72,+55:00:08.41
J2209+22,22:09:54,+21:17
J2210+57,22:11,+57:29
J2212+2450,22:12:27.42,+24:50:34.4
J2212+2933,22:12:23.3444,+29:33:05.411
J2213+53,22:13,+53:00:00
J2214+3000,22:14:38.85242622,+30:00:38.20612472
J2215+1538,22:15:39.653,+15:38:34.88
J2215+4524,22:15:46.57,+45:24:44
J2215+5135,22:15:32.6884,51:35:36.340
J2216+5759,22:16:05.22,+57:59:53.7
J2217+5733,22:17:55.03,+57:33:04.0
J2219+4754,22:19:48.139,47:54:53.93
J2221+81,22:21,+81:32
J2222+2923,22:23:03.22288473,+29:23:58.66273028
J2222+5602,22:22,+56:00:00
J2222-0137,22:22:05.969040,-01:37:15.7251
J2225+35,22:24:48,+35:30
J2225+6535,22:25:52.8627,+65:35:36.371
J2227+3038,22:27:41.77,+30:38:20.8
J2228+6447,22:28:40.5017837,+64:47:19.41718297
J2228-65,22:28:18,-65:11:47
J2229+2643,22:29:50.88320511,+26:43:57.65907656
J2229+6114,22:29:05.28,+61:14:09.3
J2229+6205,22:29:41.83294924,+62:05:36.03675865
J2234+0611,22:34:23.073090,06:11:28.68633
J2234+0944,22:34:46.8531227,+09:44:30.2375608
J2234+2114,22:34:56.64,+21:14:18.8
J2235+1506,22:35:43.7001,+15:06:49.060
J2236-5527,22:36:51.8510,-55:27:48.833
J2237+2828,22:37:29.41,+28:28:40.8
J2238+5903,22:38:28.27,+59:03:40.8
J2238+6021,22:38,+60:21
J2240+5832,22:40:42.939,+58:32:37.52
J2241+6941,22:41:20.2999093,+69:41:59.7448524
J2241-5236,22:41:42.02656369,-52:36:36.22420747
J2242+6950,22:42:56.40440576,+69:50:52.1563125
J2243+1518,22:43:09.768,15:18:25.11
J2244+63,22:44,+63:00:00
J2248-0101,22:48:26.8859,-01:01:48.085
J2251+24,22:51,+24:00:00
J2251-3711,22:51:44.0,-37:11:48
J2253+12,22:53,+12:32
J2253+1516,22:53:14.533,+15:16:37.83
J2256-1024,22:56:56.39294,-10:24:34.385
J2257+5909,22:57:57.74265477,+59:09:14.85006814
J2257-16,22:57,-16:00:00
J2301+5852,23:01:08.29,58:52:44.45
J2302+4442,23:02:46.9770909,+44:42:22.09640874
J2302+6028,23:02:11.20,60:28:00.22
J2305+3100,23:05:58.3212,+31:00:01.281
J2305+4707,23:05:55.842,+47:07:45.32
J2306+31,23:06:12,+31:23
J2307+2225,23:07:41.288,+22:25:50.12
J2308+5547,23:08:13.822,55:47:36.03
J2310+6706,23:10:42.09669757,+67:06:52.0980983
J2310-0555,23:10:06.430,-05:55:35.9
J2312+6931,23:12:38.93313924,+69:31:04.0190571
J2313+4253,23:13:08.6209,+42:53:13.043
J2315+58,23:15,+58:00:00
J2316+75,23:15,+75:44
J2317+1439,23:17:09.23534039,+14:39:31.27719658
J2317+2149,23:17:57.8419,+21:49:48.019
J2319+6411,23:19:35.210,+64:11:25.755
J2321+6024,23:21:55.21254421,+60:24:30.73013485
J2322+2057,23:22:22.33516,+20:57:02.6772
J2322-2650,23:22:34.64004,-26:50:58.3171
J2323+1214,23:23:21.619,+12:14:12.70
J2324-6054,23:24:27.14,-60:54:05.794
J2325+6316,23:25:13.3196,+63:16:52.362
J2325-0530,23:25:15.3,-05:30:39
J2326+6113,23:26:58.69588136,+61:13:36.48422711
J2326+6141,23:26,+61:00:00
J2327+62,23:27,+62:00:00
J2329+16,23:29:50,+16:57
J2329+4743,23:29:31.548,+47:43:39.73
J2330-2005,23:30:26.885,-20:05:29.63
J2333+20,23:33,+20:18
J2333+6145,23:33:19.448,+61:45:30.09
J2336-01,23:36:36,-01:51
J2337+6151,23:37:05.762,+61:51:01.53
J2338+4818,23:38:06.189,+48:18:32.19
J2339-0533,23:39:38.74,-05:33:05.32
J2340+08,23:40:45,08:33:00
J2343+6221,23:43,+62:21
J2346-0609,23:46:50.4978,-06:09:59.899
J2347+02,23:47,+02:00:00
J2350+31,23:50:42,+31:39
J2351+8533,23:51:03.29384191,+85:33:20.66161063
J2352+65,23:52,+65:00:00
J2354+6155,23:54:04.7830,+61:55:46.845
J2354-22,23:54:26,-22:51:53
J2355+0051,23:55:51.2885,00:51:09.57
J2355+1523,23:55:48.62,+15:23:18
J2355+2246,23:55:49.8,+22:46:17
